time_UTC_OFS__0400_,CorrBodyTemp(C),SkinTemp(C),Sweat Rate (ml/hr),Total Fluid Loss (ml),Electrolyte Loss Rate (mg/hr),Total Electrolyte Loss (mg),Sodium Loss Rate (mg/hr),Total Sodium Loss (mg),heart_rate (BPM),cadence (rpm),distance (m),fractional_cadence (rpm),enhanced_speed (m/s),enhanced_altitude (m),Temperature (C),RH (%),DewPoint (C),WindSpeed (m/s),WindDir,WindGuest (m/s)
7/15/2025 6:30,36.80890476,33.32777778,,,,,,,54.19047619,,15049.17,,2.295,-107.8,24.8,89,22.9,5.4,172,10.8
7/15/2025 6:31,36.80590476,33.34111111,,,,,,,54.76190476,,15049.17,,2.295,-107.8,24.8,89,22.9,5.4,172,10.8
7/15/2025 6:32,36.8028806,33.36328358,,,,,,,55.23880597,,15049.17,,2.295,-107.8,24.8,89,22.9,5.4,172,10.8
7/15/2025 6:33,36.79883607,33.38819672,,,,,,,54.27868852,,15049.17,,2.295,-107.8,24.8,89,22.9,5.4,172,10.8
7/15/2025 6:34,36.79384127,33.40190476,,,,,,,55.38095238,,15049.17,,2.075746032,-101.7047619,24.8,89,22.9,5.4,172,10.8
7/15/2025 6:35,36.78877273,33.41924242,,,,,,,55.09090909,,15049.17,,1.568,20.2,24.8,89,22.9,5.4,172,10.8
7/15/2025 6:36,36.78381538,33.44923077,,,,,,,52.96923077,,15049.17,,1.568,20.2,24.8,89,22.9,5.4,172,10.8
7/15/2025 6:37,36.77787879,33.48363636,,,,,,,53.54545455,,15049.17,,1.568,20.2,24.84848485,89,22.94848485,6.321212121,170.5454545,12.01212121
7/15/2025 6:38,36.77378462,33.49492308,,,,,,,54.98461538,,15049.17,,1.568,20.2,24.9,89,23,7.3,169,13.3
7/15/2025 6:39,36.76681818,33.51075758,,,,,,,55.09090909,,15049.17,,1.568,20.2,24.9,89,23,7.3,169,13.3
7/15/2025 6:40,36.7607377,33.5204918,,,,,,,55.16393443,,15049.17,,1.568,20.2,24.9,89,23,7.3,169,13.3
7/15/2025 6:41,36.75277465,33.53239437,,,,,,,57.66197183,,15049.17,,1.568,20.2,24.9,89,23,7.3,169,13.3
7/15/2025 6:42,36.74478462,33.54553846,,,,,,,54.21538462,,15049.17,,1.568,20.2,24.9,89,23,7.3,169,13.3
7/15/2025 6:43,36.73781538,33.56169231,,,,,,,55.13846154,,15049.17,,1.568,20.2,24.9,89,23,7.3,169,13.3
7/15/2025 6:44,36.73175,33.57390625,,,,,,,55.578125,,15049.17,,1.568,20.2,24.9,89,23,7.3,169,13.3
7/15/2025 6:45,36.72347619,33.59095238,,,,,,,54.04761905,,15049.17,,1.568,20.2,24.9,89,23,7.3,169,13.3
7/15/2025 6:46,36.71238462,33.60261538,,,,,,,56.15384615,,15049.17,,1.568,20.2,24.9,89,23,7.3,169,13.3
7/15/2025 6:47,36.69234375,33.59984375,,,,,,,54.875,,15049.17,,1.568,20.2,24.9,89,23,7.3,169,13.3
7/15/2025 6:48,36.6711875,33.6090625,,,,,,,55.90625,,15049.17,,1.568,20.2,24.9,89,23,7.3,169,13.3
7/15/2025 6:49,36.64521212,33.62530303,,,,,,,57.01515152,,15049.17,,1.568,20.2,24.9,89,23,7.3,169,13.3
7/15/2025 6:50,36.6191875,33.64296875,,,,,,,54.0625,,15049.17,,1.568,20.2,24.9,89,23,7.3,169,13.3
7/15/2025 6:51,36.59347059,33.66279412,,,,,,,59.14705882,,15049.17,,1.568,20.2,24.9,89,23,7.3,169,13.3
7/15/2025 6:52,36.57558209,33.6758209,,,,,,,53.53731343,,15049.17,,1.568,20.2,24.85223881,89.47761194,23,6.201492537,174.2537313,11.77164179
7/15/2025 6:53,36.56178462,33.68953846,,,,,,,53.16923077,,15049.17,,1.568,20.2,24.8,90,23,5,180,10.1
7/15/2025 6:54,36.55441791,33.71283582,,,,,,,56.64179104,,15049.17,,1.568,20.2,24.8,90,23,5,180,10.1
7/15/2025 6:55,36.54169014,33.72746479,,,,,,,57.84507042,,15049.17,,1.568,20.2,24.8,90,23,5,180,10.1
7/15/2025 6:56,36.53067164,33.73,,,,,,,62.8358209,,15049.17,,1.568,20.2,24.8,90,23,5,180,10.1
7/15/2025 6:57,36.51968116,33.72985507,,,,,,,69.30434783,52.43243243,15049.17,0.5,1.568,20.2,24.8,90,23,5,180,10.1
7/15/2025 6:58,36.50864,33.68746667,,,,,,,84.78666667,56.76,15118.23693,0.5,1.541066667,19.768,24.8,90,23,5,180,10.1
7/15/2025 6:59,36.49990217,33.62945652,,,,,,,106.7391304,66.33333333,15232.54174,,0.618584906,20.12826087,24.8,90,23,5,180,10.1
7/15/2025 7:00,36.49696386,33.54662651,,,,,,,87.30120482,60.28571429,15241.73928,0.5,0.559086957,17.63855422,24.8,90,23,5,180,10.1
7/15/2025 7:01,36.49595062,33.49604938,,,,,,,83.37037037,51,15247.59531,,0.949222222,20.45185185,24.8,90,23,5,180,10.1
7/15/2025 7:02,36.49392105,33.44065789,,,,,,,73.55263158,42,15279.7375,0.5,2.476101695,22.36578947,24.8,90,23,5,180,10.1
7/15/2025 7:03,36.49192308,33.39679487,,,,,,,62.25641026,,15439.93538,,1.755797297,24.18461538,24.8,90,23,5,180,10.1
7/15/2025 7:04,36.48897222,33.33875,,,,,,,66.375,,15572.62042,,4.083319444,23.78611111,24.8,90,23,5,180,10.1
7/15/2025 7:05,36.488,33.31860759,,,,,,,67.35443038,55,15894.14532,0.5,5.325468354,21.96708861,24.8,90,23,5,180,10.1
7/15/2025 7:06,36.488,33.31901235,,,,,,,66.59259259,,16081.04272,,2.665939394,23.04938272,24.8,90,23,5,180,10.1
7/15/2025 7:07,36.4879759,33.30012048,,,,,,,63.4939759,47,16163.39241,,0.609351351,24.13012048,24.8,90,23.05301205,5.106024096,188.4819277,13.33373494
7/15/2025 7:08,36.487075,33.284125,,,,,,,74.6,,16183.675,,0.648654545,23.4625,24.8,90,23.1,5.2,196,16.2
7/15/2025 7:09,36.489125,33.27236111,,,,,,,69.20833333,,16190.14,,0.205,22,24.8,90,23.1,5.2,196,16.2
7/15/2025 7:10,36.49212329,33.25246575,,,,,,,64.89041096,,16195.58466,,1.055166667,22.57534247,24.8,90,23.1,5.2,196,16.2
7/15/2025 7:11,36.49505,33.240375,,,,,,,64.175,47,16399.72888,,6.479775,23.0175,24.8,90,23.1,5.2,196,16.2
7/15/2025 7:12,36.497,33.20394737,,,,,,,57.31578947,,16743.84039,,4.675776316,24.05263158,24.8,90,23.1,5.2,196,16.2
7/15/2025 7:13,36.49714815,33.15728395,,,,,,,57.90123457,,17110.17815,,5.851721519,21.63950617,24.8,90,23.1,5.2,196,16.2
7/15/2025 7:14,36.50316901,33.11943662,,,,,,,63.46478873,51.5,17250.54465,0.5,0.892,22.83943662,24.8,90,23.1,5.2,196,16.2
7/15/2025 7:15,36.50934146,33.1102439,,,,,,,77.18292683,54.65217391,17288.9111,0.5,1.3602,23.42195122,24.8,90,23.1,5.2,196,16.2
7/15/2025 7:16,36.51619277,33.08795181,,,,,,,69.04819277,,17362.32554,,1.449810345,21.39518072,24.8,90,23.1,5.2,196,16.2
7/15/2025 7:17,36.52414634,33.08512195,,,,,,,74.41463415,,17395.74402,,1.524111111,21.57073171,24.8,90,23.1,5.2,196,16.2
7/15/2025 7:18,36.53007317,33.07878049,,,,,,,63.17073171,,17513.41671,,2.230121212,22.43170732,24.8,90,23.1,5.2,196,16.2
7/15/2025 7:19,36.53307792,33.07064935,,,,,,,61.4025974,,17589.44987,,1.683626866,21.71168831,24.8,90,23.1,5.2,196,16.2
7/15/2025 7:20,36.5360375,33.05275,,,,,,,64.5,,17688.12025,,1.562104478,20.89,24.8,90,23.1,5.2,196,16.2
7/15/2025 7:21,36.537,33.03905405,,,,,,,62.95945946,,17795.34365,,2.439365079,21.37567568,24.8,90,23.1,5.2,196,16.2
7/15/2025 7:22,36.53703846,33.0175641,,,,,,,65.71794872,75,17893.68795,,1.880590909,21.04871795,24.98974359,90.47435897,23.33717949,5.626923077,188.4102564,15.86794872
7/15/2025 7:23,36.53805556,33.0075,,,,,,,60.94444444,,18001.89583,,2.045982143,21.69166667,25.2,91,23.6,6.1,180,15.5
7/15/2025 7:24,36.54012329,32.99712329,,,,,,,61.56164384,,18111.99466,,2.403984615,21.95616438,25.2,91,23.6,6.1,180,15.5
7/15/2025 7:25,36.54318182,32.99805195,,,,,,,64.76623377,,18212.47662,,2.062805556,23.1038961,25.2,91,23.6,6.1,180,15.5
7/15/2025 7:26,36.55014085,33.01225352,,,,,,,60.85915493,,18233.79775,,1.746742857,23.43661972,25.2,91,23.6,6.1,180,15.5
7/15/2025 7:27,36.55515385,33.02217949,,,,,,,65.48717949,75,18292.79577,,1.124404762,22.45384615,25.2,91,23.6,6.1,180,15.5
7/15/2025 7:28,36.55918519,33.04555556,,,,,,,75.64197531,,18306.91296,,0.52,21.80493827,25.2,91,23.6,6.1,180,15.5
7/15/2025 7:29,36.56411268,33.09647887,,,,,,,67.15492958,60,18318.41718,,0.602365079,22.66197183,25.2,91,23.6,6.1,180,15.5
7/15/2025 7:30,36.56805556,33.13597222,,,,,,,59.375,,18356.44528,,1.004181818,23,25.2,91,23.6,6.1,180,15.5
7/15/2025 7:31,36.5700303,33.17893939,,,,,,,57.15151515,,18359.26,,,23,25.2,91,23.6,6.1,180,15.5
7/15/2025 7:32,36.571,33.21,,,,,,,59.14925373,,18372.02269,,1.012315789,23.98507463,25.2,91,23.6,6.1,180,15.5
7/15/2025 7:33,36.571,33.24,,,,,,,63.28571429,50,18421.48119,0.5,0.860362069,22.66904762,25.2,91,23.6,6.1,180,15.5
7/15/2025 7:34,36.57096154,33.24461538,,,,,,,69.98717949,61.46153846,18474.59974,,2.488557143,21.95897436,25.2,91,23.6,6.1,180,15.5
7/15/2025 7:35,36.57013953,33.24,,,,,,,62.76744186,62.08571429,18596.87721,0.5,1.231061728,22.82325581,25.2,91,23.6,6.1,180,15.5
7/15/2025 7:36,36.57415556,33.24077778,,,,,,,79.25555556,,18682.899,,2.658761905,22.93555556,25.2,91,23.6,6.1,180,15.5
7/15/2025 7:37,36.58131884,33.24391304,,,,,,,58.79710145,55,18770.25159,0.5,0.5244,20.86666667,25.29275362,91,23.69275362,7.630434783,179.0724638,16.33478261
7/15/2025 7:38,36.59224324,33.27202703,,,,,,,65.7027027,55,18775.92419,0.5,0.924,21.22432432,25.4,91,23.8,9.4,178,17.3
7/15/2025 7:39,36.6014,33.30773333,,,,,,,67.32,,18793.5404,,1.633216216,21.77866667,25.4,91,23.8,9.4,178,17.3
7/15/2025 7:40,36.61146154,33.33692308,,,,,,,70.02564103,58.55555556,18836.59679,0.5,1.061043478,22.64358974,25.4,91,23.8,9.4,178,17.3
7/15/2025 7:41,36.62344,33.35773333,,,,,,,65.09333333,,18885.01653,,1.310428571,23.05066667,25.4,91,23.8,9.4,178,17.3
7/15/2025 7:42,36.63444118,33.37294118,,,,,,,58.42647059,,18903.22132,,0.634666667,24.41764706,25.4,91,23.8,9.4,178,17.3
7/15/2025 7:43,36.64937838,33.40067568,,,,,,,71.66216216,54.06666667,18914.33203,0.5,0.88896,23.04594595,25.4,91,23.8,9.4,178,17.3
7/15/2025 7:44,36.66322222,33.42876543,,,,,,,71.80246914,,18943.4379,,1.217882353,22.39506173,25.4,91,23.8,9.4,178,17.3
7/15/2025 7:45,36.67227778,33.42694444,,,,,,,58.66666667,,18986.31847,,1.518946429,23.88888889,25.4,91,23.8,9.4,178,17.3
7/15/2025 7:46,36.68230769,33.37948718,,,,,,,61.79487179,,19034.34577,,1.2148,25.3974359,25.4,91,23.8,9.4,178,17.3
7/15/2025 7:47,36.69431579,33.29921053,,,,,,,60.36842105,,19088.07447,,1.18566129,24.98157895,25.4,91,23.8,9.4,178,17.3
7/15/2025 7:48,36.70632877,33.23753425,,,,,,,62.49315068,,19135.83068,,1.395288889,25.48219178,25.4,91,23.8,9.4,178,17.3
7/15/2025 7:49,36.71845,33.18975,,,,,,,71.1375,68,19166.90625,0.5,0.655410256,22.43,25.4,91,23.8,9.4,178,17.3
7/15/2025 7:50,36.730325,33.2445,,,,,,,60.525,,19199.78375,,1.1265875,24.295,25.4,91,23.8,9.4,178,17.3
7/15/2025 7:51,36.74345882,33.31611765,,,,,,,62.81176471,,19267.52329,,1.202313253,24.52470588,25.4,91,23.8,9.4,178,17.3
7/15/2025 7:52,36.75639759,33.37289157,,,,,,,64.15662651,,19331.15422,,1.286211268,23.8939759,25.55180723,91,23.95180723,7.578313253,190.1445783,17.09759036
7/15/2025 7:53,36.76727907,33.4155814,,,,,,,66.3255814,,19397.67151,,1.2873125,24.8372093,25.7,91,24.1,5.8,202,16.9
7/15/2025 7:54,36.77516667,33.44821429,,,,,,,66.27380952,,19474.65821,,1.403531646,24.97619048,25.7,91,24.1,5.8,202,16.9
7/15/2025 7:55,36.78212987,33.48402597,,,,,,,64.31168831,,19529.46351,,1.008830769,24.99220779,25.7,91,24.1,5.8,202,16.9
7/15/2025 7:56,36.78709877,33.51,,,,,,,67,,19583.1358,,1.382693878,24.1382716,25.7,91,24.1,5.8,202,16.9
7/15/2025 7:57,36.79107595,33.5421519,,,,,,,66.4556962,,19621.31481,,1.428038462,24.23544304,25.7,91,24.1,5.8,202,16.9
7/15/2025 7:58,36.79406897,33.58333333,,,,,,,69.36781609,,19690.86023,,1.607070423,24.6045977,25.7,91,24.1,5.8,202,16.9
7/15/2025 7:59,36.79706742,33.60123596,,,,,,,67.96629213,,19761.48775,,1.504528736,25.5505618,25.7,91,24.1,5.8,202,16.9
7/15/2025 8:00,36.80002469,33.61691358,,,,,,,65.56790123,,19830.31358,,1.168015385,25.77530864,25.7,91,24.1,5.8,202,16.9
7/15/2025 8:01,36.80102381,33.63488095,,,,,,,65.3452381,,19903.21464,,1.735604938,23.92380952,25.7,91,24.1,5.8,202,16.9
7/15/2025 8:02,36.80196471,33.64776471,,,,,,,65.41176471,,19992.73682,,1.61875,25.55529412,25.7,91,24.1,5.8,202,16.9
7/15/2025 8:03,36.8009759,33.66939759,,,,,,,66.87951807,,20070.51795,,1.402314286,24.21204819,25.7,91,24.1,5.8,202,16.9
7/15/2025 8:04,36.79993182,33.70590909,,,,,,,67.76136364,,20144.28136,,1.48312,24.50681818,25.7,91,24.1,5.8,202,16.9
7/15/2025 8:05,36.79790244,33.73829268,,,,,,,68.08536585,,20219.60524,,1.547390244,25.67073171,25.7,91,24.1,5.8,202,16.9
7/15/2025 8:06,36.79386047,33.76360465,,,,,,,73.04651163,,20301.57581,,1.485597403,24.14651163,25.7,91,24.1,5.8,202,16.9
7/15/2025 8:07,36.78988372,33.79,,,,,,,71,,20370.02349,,1.129025974,24.47209302,25.74883721,91,24.14883721,6.141860465,207.8604651,17.09534884
7/15/2025 8:08,36.78489873,33.81746835,,,,,,,72.55696203,,20430.3957,,1.389779661,24.40506329,25.8,91,24.2,6.5,214,17.3
7/15/2025 8:09,36.780875,33.848,,,,,,,68.2625,,20482.613,,1.14657377,25.4175,25.8,91,24.2,6.5,214,17.3
7/15/2025 8:10,36.77585882,33.87929412,,,,,,,70.92941176,,20540.65094,,1.155765432,24.39294118,25.8,91,24.2,6.5,214,17.3
7/15/2025 8:11,36.76987952,33.9046988,,,,,,,70.80722892,,20600.3912,,1.357088235,24.72771084,25.8,91,24.2,6.5,214,17.3
7/15/2025 8:12,36.76482927,33.92817073,,,,,,,72.13414634,,20665.82805,,1.578012821,24.29268293,25.8,91,24.2,6.5,214,17.3
7/15/2025 8:13,36.75785366,33.9547561,,,,,,,72.03658537,,20735.46317,,1.352779221,24.80731707,25.8,91,24.2,6.5,214,17.3
7/15/2025 8:14,36.75185185,33.98888889,,,,,,,70.2962963,,20801.55877,,1.294382716,24.00246914,25.8,91,24.2,6.5,214,17.3
7/15/2025 8:15,36.745925,34.0165,,,,,,,72.1875,,20863.53163,,1.375246154,24.515,25.8,91,24.2,6.5,214,17.3
7/15/2025 8:16,36.73993443,34.0452459,,,,,,,71.29508197,,20925.06344,,1.50712766,25.61967213,25.8,91,24.2,6.5,214,17.3
7/15/2025 8:17,36.73596341,34.08146341,,,,,,,71.56097561,,20987.7078,,1.306045455,25.63170732,25.8,91,24.2,6.5,214,17.3
7/15/2025 8:18,36.73297333,34.1188,,,,,,,73.73333333,,21010.88,,0.317,26.2,25.8,91,24.2,6.5,214,17.3
7/15/2025 8:19,36.73097183,34.18676056,,,,,,,65.1971831,,21010.88,,,26.2,25.8,91,24.2,6.5,214,17.3
7/15/2025 8:20,36.729,34.24884058,,,,,,,62.46376812,,21011.93855,,1.668875,26.36231884,25.8,91,24.2,6.5,214,17.3
7/15/2025 8:21,36.7290375,34.28875,,,,,,,63.8875,,21055.47275,,1.451722222,27.2175,25.8,91,24.2,6.5,214,17.3
7/15/2025 8:22,36.73201429,34.302,,,,,,,63.08571429,,21096.37429,,0.619631579,26.39428571,26.11714286,91.52857143,24.62285714,6.447142857,210.3,16.71857143
7/15/2025 8:23,36.733,34.33210526,,,,,,,65.42105263,,21114.88987,,1.124888889,24.93421053,26.4,92,25,6.4,207,16.2
7/15/2025 8:24,36.73298649,34.34418919,,,,,,,63.13513514,,21160.66297,,1.3616875,24.34864865,26.4,92,25,6.4,207,16.2
7/15/2025 8:25,36.73206667,34.3508,,,,,,,66.42666667,,21206.66467,,1.156959184,25.51733333,26.4,92,25,6.4,207,16.2
7/15/2025 8:26,36.73717722,34.36316456,,,,,,,62.62025316,,21243.07911,,1.264459016,26.61265823,26.4,92,25,6.4,207,16.2
7/15/2025 8:27,36.74413514,34.38162162,,,,,,,70.36486486,,21295.28919,,0.87492,24.42162162,26.4,92,25,6.4,207,16.2
7/15/2025 8:28,36.74907595,34.40443038,,,,,,,65.25316456,,21328.17734,,1.038311475,23.59493671,26.4,92,25,6.4,207,16.2
7/15/2025 8:29,36.75508974,34.44410256,,,,,,,62.98717949,,21364.08654,,1.179490566,24.79230769,26.4,92,25,6.4,207,16.2
7/15/2025 8:30,36.76213514,34.47891892,,,,,,,60.72972973,,21398.29419,,0.928512821,24.37297297,26.4,92,25,6.4,207,16.2
7/15/2025 8:31,36.76701333,34.50146667,,,,,,,64.01333333,,21434.9004,,1.243596154,25.27466667,26.4,92,25,6.4,207,16.2
7/15/2025 8:32,36.76797436,34.50910256,,,,,,,62.74358974,,21492.18051,,1.15795082,26.09487179,26.4,92,25,6.4,207,16.2
7/15/2025 8:33,36.7659625,34.51725,,,,,,,65.025,,21538.1645,,1.198298507,24.835,26.4,92,25,6.4,207,16.2
7/15/2025 8:34,36.76293243,34.52459459,,,,,,,71.40540541,,21570.33095,,0.816935484,24.12972973,26.4,92,25,6.4,207,16.2
7/15/2025 8:35,36.75792308,34.53205128,,,,,,,78.48717949,55,21612.93333,0.5,1.543513514,24.3,26.4,92,25,6.4,207,16.2
7/15/2025 8:36,36.75487342,34.50316456,,,,,,,81.08860759,,21708.51278,,1.562621622,22.72405063,26.4,92,25,6.4,207,16.2
7/15/2025 8:37,36.74992405,34.4656962,,,,,,,83.53164557,44,21765.86127,,1.010580645,22.83037975,26.65949367,92,25.25949367,7.386075949,194.0253165,15.83670886
7/15/2025 8:38,36.744,34.41876543,,,,,,,77.60493827,,21836.71136,,1.259915254,24.20740741,26.9,92,25.5,8.3,182,15.5
7/15/2025 8:39,36.74407143,34.38321429,,,,,,,72.33333333,56.42857143,21880.27024,0.5,1.440590164,25.36666667,26.9,92,25.5,8.3,182,15.5
7/15/2025 8:40,36.74705556,34.37541667,,,,,,,64.30555556,,21921.33625,,1.28775,27.03333333,26.9,92,25.5,8.3,182,15.5
7/15/2025 8:41,36.75106173,34.39888889,,,,,,,71.54320988,,21943.81951,,0.94555102,26.12345679,26.9,92,25.5,8.3,182,15.5
7/15/2025 8:42,36.75605063,34.4543038,,,,,,,68.94936709,,21976.9319,,0.945225806,25.22025316,26.9,92,25.5,8.3,182,15.5
7/15/2025 8:43,36.75805128,34.41923077,,,,,,,62.83333333,,22016.45205,,1.002362069,23.98205128,26.9,92,25.5,8.3,182,15.5
7/15/2025 8:44,36.76205128,34.33794872,,,,,,,68.25641026,,22065.12333,,0.987392857,25.63589744,26.9,92,25.5,8.3,182,15.5
7/15/2025 8:45,36.76620513,34.26230769,,,,,,,66.47435897,,22118.53897,,1.081063492,25.41538462,26.9,92,25.5,8.3,182,15.5
7/15/2025 8:46,36.77415584,34.20428571,,,,,,,67.62337662,59,22159.58,0.5,0.793714286,25.58441558,26.9,92,25.5,8.3,182,15.5
7/15/2025 8:47,36.78019512,34.21621951,,,,,,,79.51219512,91.8,22230.52037,0.5,1.879353659,24.25609756,26.9,92,25.5,8.3,182,15.5
7/15/2025 8:48,36.78810976,34.32560976,,,,,,,78.41463415,,22315.06878,,1.26656,23.23170732,26.9,92,25.5,8.3,182,15.5
7/15/2025 8:49,36.79707692,34.43435897,,,,,,,81.48717949,,22361.33115,,0.57825,23.07692308,26.9,92,25.5,8.3,182,15.5
7/15/2025 8:50,36.80310127,34.49670886,,,,,,,97.2278481,,22377.85658,,1.407269841,23.24810127,26.9,92,25.5,8.3,182,15.5
7/15/2025 8:51,36.80702532,34.52860759,,,,,,,78.07594937,59.66666667,22462.60835,0.5,1.4466,24.47341772,26.9,92,25.5,8.3,182,15.5
7/15/2025 8:52,36.80905063,34.50582278,,,,,,,73.53164557,59,22528.30532,0.5,1.544375,25.20506329,26.85316456,91.53164557,25.35949367,7.878481013,187.6202532,15.8278481
7/15/2025 8:53,36.81101333,34.4992,,,,,,,59.49333333,,22574.6496,,1.158928571,25.47466667,26.8,91,25.2,7.4,194,16.2
7/15/2025 8:54,36.812,34.51488095,,,,,,,61.41666667,,22614.25476,,1.056278481,24.9547619,26.8,91,25.2,7.4,194,16.2
7/15/2025 8:55,36.812,34.55219512,,,,,,,62.2804878,,22660.97988,,0.940727273,25.33658537,26.8,91,25.2,7.4,194,16.2
7/15/2025 8:56,36.812,34.61341772,,,,,,,64.43037975,,22712.42646,,1.051050633,24.41772152,26.8,91,25.2,7.4,194,16.2
7/15/2025 8:57,36.81197619,34.65821429,,,,,,,65.02380952,,22763.02083,,1.111259259,24.33571429,26.8,91,25.2,7.4,194,16.2
7/15/2025 8:58,36.80992593,34.68296296,,,,,,,68.2962963,,22811.37605,,1.391557377,24.75308642,26.8,91,25.2,7.4,194,16.2
7/15/2025 8:59,36.80696471,34.70482353,,,,,,,80.16470588,53.15384615,22843.80776,0.5,0.568119048,25.93411765,26.8,91,25.2,7.4,194,16.2
7/15/2025 9:00,36.804,34.688,,,,,,,64.34666667,,22859.77013,,0.721480769,24.61066667,26.8,91,25.2,7.4,194,16.2
7/15/2025 9:01,36.804,34.69849315,,,,,,,67.89041096,,22888.18342,,0.488333333,23.99726027,26.8,91,25.2,7.4,194,16.2
7/15/2025 9:02,36.80397436,34.75935897,,,,,,,79.64102564,,22902.43321,,0.863777778,23.64102564,26.8,91,25.2,7.4,194,16.2
7/15/2025 9:03,36.80301333,34.8324,,,,,,,80.70666667,55,22915.152,0.5,0.463020833,24.30133333,26.8,91,25.2,7.4,194,16.2
7/15/2025 9:04,36.80405263,34.99697368,,,,,,,81.36842105,67,22934.0525,,0.841869565,23.43684211,26.8,91,25.2,7.4,194,16.2
7/15/2025 9:05,36.80605,35.099875,394.2,6.6,160,3,76,1,93.7625,,22951.04138,,0.788516129,25.7725,26.8,91,25.2,7.4,194,16.2
7/15/2025 9:06,36.81014286,35.20428571,534.95,12.2,218,5,103.5,2,100.5119048,,22962.99262,,0.677289474,24.6952381,26.8,91,25.2,7.4,194,16.2
7/15/2025 9:07,36.81608333,35.29180556,675.6,23.45,270,9.5,128,4.5,82.54166667,59.64285714,22979.41083,,0.519103448,24.57777778,26.8,90.5,25.1,8.4,190.5,16.4
7/15/2025 9:08,36.82214458,35.28240964,675.5,34.90240964,259.3373494,14.07228916,122.9277108,7.036144578,85.75903614,64,23002.19807,,0.92855814,23.84337349,26.8,90,25,9.4,187,16.6
7/15/2025 9:09,36.82805405,35.24540541,675.5,45.33918919,252.7702703,17.78378378,120.1081081,8.891891892,74.52702703,,23021.15689,,0.273941176,25.47297297,26.8,90,25,9.4,187,16.6
7/15/2025 9:10,36.83208219,35.19178082,675.5,57.6369863,247.3287671,22.1369863,117.3972603,10.53424658,62.54794521,,23043.37616,,0.850733333,24.59178082,26.8,90,25,9.4,187,16.6
7/15/2025 9:11,36.83502469,35.13975309,670.3641975,68.38148148,243.5185185,25.97530864,115.5061728,11.98765432,69.62962963,51.47826087,23077.93025,0.5,0.782978261,24.2,26.8,90,25,9.4,187,16.6
7/15/2025 9:12,36.83703704,35.10049383,565.3333333,77.94814815,240.4814815,30.02469136,113.9876543,14.01234568,80.58024691,54.20588235,23094.13136,0.5,0.9114,24.82469136,26.8,90,25,9.4,187,16.6
7/15/2025 9:13,36.84005128,35.025,468,85.7,237.5,34,112.5,16,83.19230769,41,23108.19282,0.5,0.273125,24.11025641,26.8,90,25,9.4,187,16.6
7/15/2025 9:14,36.84403947,34.92052632,468,93.60263158,234.9736842,38.05263158,111.4868421,18.02631579,81.47368421,,23110.64776,,0.282677419,25.70526316,26.8,90,25,9.4,187,16.6
7/15/2025 9:15,36.84701389,34.86722222,468,101.0833333,233.0555556,41.88888889,110.5277778,19.94444444,77.08333333,,23116.67306,,0.298517241,25.84722222,26.8,90,25,9.4,187,16.6
7/15/2025 9:16,36.848,34.80310811,468,108.8891892,232.472973,45.89189189,110,21.94594595,79.02702703,52,23124.52216,0.5,0.545173913,25.81351351,26.8,90,25,9.4,187,16.6
7/15/2025 9:17,36.84798734,34.72443038,468,116.9493671,233.5063291,50.02531646,110.5063291,23.50632911,86.12658228,53.07692308,23138.25038,0.5,0.827282051,23.87341772,26.8,90,25,9.4,187,16.6
7/15/2025 9:18,36.847,34.64488372,468,124.7,234.5,54,111.5,25,78.15116279,50.93939394,23166.80198,0.5,0.92,23.59302326,26.8,90,25,9.4,187,16.6
7/15/2025 9:19,36.84698837,34.52302326,468,132.5906977,236.0232558,58.04651163,112,27.02325581,87.1627907,,23185.74116,,0.537583333,23.51395349,26.8,90,25,9.4,187,16.6
7/15/2025 9:20,36.84597333,34.5216,468,140.04,237,61.4,112,28.93333333,84.08,,23189.48987,,0.215,25.448,26.8,90,25,9.4,187,16.6
7/15/2025 9:21,36.84394444,34.53375,468,147.9916667,237.4861111,64.94444444,112.4861111,30.97222222,87.29166667,,23191.56347,,0.505647059,24.08333333,26.8,90,25,9.4,187,16.6
7/15/2025 9:22,36.83995122,34.55170732,468,155.995122,238,69.04878049,113,33.02439024,87.84146341,53,23200.37037,0.5,0.586076923,22.65853659,27.2097561,88.97560976,25.20487805,10.11707317,184.4390244,16.75365854
7/15/2025 9:23,36.83593827,34.5791358,468,163.2666667,238.4444444,72.77777778,113,34.88888889,85.65432099,61.5,23215.11741,0.5,0.552022727,23.12098765,27.6,88,25.4,10.8,182,16.9
7/15/2025 9:24,36.83097368,34.58934211,468,171.7052632,239,77.10526316,113,37.05263158,84.43421053,59.86,23257.50737,0.5,1.3466,23.14210526,27.6,88,25.4,10.8,182,16.9
7/15/2025 9:25,36.82895294,34.50705882,468,179.0705882,239,80.88235294,113,38.94117647,93.95294118,74.05263158,23307.31141,0.5,1.249909091,23.50823529,27.6,88,25.4,10.8,182,16.9
7/15/2025 9:26,36.82493506,34.49168831,468,187.1506494,239,85.02597403,113,40.50649351,85.18181818,105,23329.49338,0.5,0.935928571,23.78441558,27.6,88,25.4,10.8,182,16.9
7/15/2025 9:27,36.81993827,34.51753086,468,194.6592593,239,88.87654321,113,41.9382716,87.86419753,60.375,23371.78494,0.5,1.3014,23.43703704,27.6,88,25.4,10.8,182,16.9
