time_UTC_OFS__0400_,CorrBodyTemp(C),SkinTemp(C),Sweat Rate (ml/hr),Total Fluid Loss (ml),Electrolyte Loss Rate (mg/hr),Total Electrolyte Loss (mg),Sodium Loss Rate (mg/hr),Total Sodium Loss (mg),heart_rate (BPM),cadence (rpm),distance (m),fractional_cadence (rpm),enhanced_speed (m/s),enhanced_altitude (m),Temperature (C),RH (%),DewPoint (C),WindSpeed (m/s),WindDir,WindGuest (m/s)
7/16/2025 10:23,36.628375,35.09652778,,,,,,,63.5,,21637.87,,0.297608696,20.8,28.9,82,25.5,14.3,208,22.3
7/16/2025 10:24,36.628,35.12819444,,,,,,,61.93055556,72,21638.88722,0.5,0.196,22.2,28.9,82,25.5,14.3,208,22.3
7/16/2025 10:25,36.62924324,35.08567568,,,,,,,61.72972973,,21639.23,,0.207727273,22.6,28.9,82,25.5,14.3,208,22.3
7/16/2025 10:26,36.6306,35.0804,,,,,,,63.54666667,,21640.9312,,0.334206897,21.208,28.9,82,25.5,14.3,208,22.3
7/16/2025 10:27,36.631,35.05486486,,,,,,,70.04054054,,21644.28,,0.196,22.4,28.9,82,25.5,14.3,208,22.3
7/16/2025 10:28,36.631,34.9956338,,,,,,,60.73239437,,21644.28,,0.224,22.4,28.9,82,25.5,14.3,208,22.3
7/16/2025 10:29,36.62977333,34.93453333,,,,,,,64.17333333,,21645.00347,,0.224,22.4,28.9,82,25.5,14.3,208,22.3
7/16/2025 10:30,36.62784507,34.94760563,,,,,,,58.87323944,,21645.45,,,22.4,28.9,82,25.5,14.3,208,22.3
7/16/2025 10:31,36.62640278,34.94069444,,,,,,,61.95833333,,21645.93958,,0.205,22.4,28.9,82,25.5,14.3,208,22.3
7/16/2025 10:32,36.62536364,34.91012987,,,,,,,74.83116883,,21647.11532,,0.261,22.4,28.9,82,25.5,14.3,208,22.3
7/16/2025 10:33,36.62555556,34.88611111,,,,,,,66.625,,21647.15,,,22.4,28.9,82,25.5,14.3,208,22.3
7/16/2025 10:34,36.626,34.82166667,,,,,,,67.20833333,48,21648.89944,0.5,,22.33333333,28.9,82,25.5,14.3,208,22.3
7/16/2025 10:35,36.62478378,34.84972973,,,,,,,76.12162162,60,21650.8527,,0.952,20.9972973,28.9,82,25.5,14.3,208,22.3
7/16/2025 10:36,36.62212,34.90293333,,,,,,,78.66666667,47.36363636,21663.11867,0.5,0.656519231,20.104,28.9,82,25.5,14.3,208,22.3
7/16/2025 10:37,36.62042105,34.91078947,,,,,,,70.31578947,50.91666667,21679.50408,0.5,0.704,19.78684211,29.14342105,81.02631579,25.54868421,14.64078947,207.5131579,22.3
7/16/2025 10:38,36.62,34.90222222,,,,,,,63.98611111,55,21693.58153,,0.531184211,20.7,29.4,80,25.6,15,207,22.3
7/16/2025 10:39,36.6181831,34.86014085,,,,,,,66.73239437,,21699.61577,,0.302782609,20.21971831,29.4,80,25.6,15,207,22.3
7/16/2025 10:40,36.61507692,34.82961538,,,,,,,68.62820513,65,21704.60179,,0.471880952,20.74615385,29.4,80,25.6,15,207,22.3
7/16/2025 10:41,36.61339437,34.8115493,,,,,,,65.11267606,,21707.14,,0.42,22.2,29.4,80,25.6,15,207,22.3
7/16/2025 10:42,36.61241667,34.79791667,,,,,,,68.18055556,,21707.56222,,0.196,22.2,29.4,80,25.6,15,207,22.3
7/16/2025 10:43,36.612,34.85271429,,,,,,,64.88571429,,21707.96143,,0.271,22.14857143,29.4,80,25.6,15,207,22.3
7/16/2025 10:44,36.612,34.89842857,,,,,,,61.95714286,,21709.70486,,0.259862069,20.21714286,29.4,80,25.6,15,207,22.3
7/16/2025 10:45,36.61383117,34.95805195,,,,,,,68.48051948,50.57142857,21719.92403,0.5,0.871897959,20.12207792,29.4,80,25.6,15,207,22.3
7/16/2025 10:46,36.61686486,34.92256757,,,,,,,80.12162162,79,21734.05541,,0.321076923,19.87567568,29.4,80,25.6,15,207,22.3
7/16/2025 10:47,36.61983333,34.88513889,,,,,,,79.68055556,,21734.78,,0.215,19.8,29.4,80,25.6,15,207,22.3
7/16/2025 10:48,36.62270886,34.85113924,,,,,,,71.35443038,,21734.78,,0.298714286,19.8,29.4,80,25.6,15,207,22.3
7/16/2025 10:49,36.62643038,34.90632911,,,,,,,74.60759494,,21734.78,,0.303826087,19.8,29.4,80,25.6,15,207,22.3
7/16/2025 10:50,36.63021687,34.96746988,,,,,,,67.85542169,53,21736.35506,0.5,0.336,21.9253012,29.4,80,25.6,15,207,22.3
7/16/2025 10:51,36.63391667,35.05180556,,,,,,,63.30555556,,21736.79958,,0.454142857,22.05833333,29.4,80,25.6,15,207,22.3
7/16/2025 10:52,36.63738889,35.11875,,,,,,,69.27777778,,21738.97056,,0.492454545,22.72222222,29.44722222,79.52777778,25.50555556,15,208.4166667,22.81944444
7/16/2025 10:53,36.64084286,35.04571429,,,,,,,65.02857143,,21739.63857,,0.357076923,22.52571429,29.5,79,25.4,15,210,23.4
7/16/2025 10:54,36.64134615,35.01717949,,,,,,,68.17948718,,21741.09,,0.255,21.2,29.5,79,25.4,15,210,23.4
7/16/2025 10:55,36.64162353,35.03552941,,,,,,,77.54117647,,21741.09,,0.233,21.2,29.5,79,25.4,15,210,23.4
7/16/2025 10:56,36.64260811,35.01608108,,,,,,,68.82432432,,21742.21459,,0.279666667,21.65945946,29.5,79,25.4,15,210,23.4
7/16/2025 10:57,36.6448,34.94533333,,,,,,,65.89333333,,21742.7464,,0.336944444,21.8,29.5,79,25.4,15,210,23.4
7/16/2025 10:58,36.646625,34.875,,,,,,,66.41666667,,21743.56458,,0.233,21.8,29.5,79,25.4,15,210,23.4
7/16/2025 10:59,36.647,34.8475,,,,,,,61.45833333,,21743.6,,0.2369,21.8,29.5,79,25.4,15,210,23.4
7/16/2025 11:00,36.6475625,34.799875,,,,,,,65.675,,21745.74275,,0.308296296,22.205,29.5,79,25.4,15,210,23.4
7/16/2025 11:01,36.64983333,34.67791667,,,,,,,59.41666667,,21748.10625,,,22,29.5,79,25.4,15,210,23.4
7/16/2025 11:02,36.6522,34.629,,,,,,,60.02857143,,21749.275,,0.23,22.25142857,29.5,79,25.4,15,210,23.4
7/16/2025 11:03,36.65484932,34.58027397,,,,,,,69.23287671,,21749.94,,,22.4,29.5,79,25.4,15,210,23.4
7/16/2025 11:04,36.65768,34.53506667,,,,,,,65.14666667,,21749.99813,,0.252,22.4,29.5,79,25.4,15,210,23.4
7/16/2025 11:05,36.66023288,34.52383562,,,,,,,62.80821918,,21752.08781,,0.373,22.72054795,29.5,79,25.4,15,210,23.4
7/16/2025 11:06,36.66230667,34.4812,,,,,,,64.17333333,,21753.01,,0.28,23,29.5,79,25.4,15,210,23.4
7/16/2025 11:07,36.663,34.44191176,,,,,,,63.07352941,,21753.01,,,23,29.68823529,78.52941176,25.49411765,15.09411765,210.4705882,23.21176471
7/16/2025 11:08,36.663,34.41847222,,,,,,,60.75,,21753.32,,,23,29.9,78,25.6,15.2,211,23
7/16/2025 11:09,36.66236765,34.42602941,,,,,,,61.08823529,,21753.63,,0.360777778,22.17647059,29.9,78,25.6,15.2,211,23
7/16/2025 11:10,36.66138235,34.43617647,,,,,,,63.14705882,,21753.63676,,0.374705882,21.64705882,29.9,78,25.6,15.2,211,23
7/16/2025 11:11,36.66039726,34.47835616,,,,,,,64.61643836,,21753.64,,,21.4,29.9,78,25.6,15.2,211,23
7/16/2025 11:12,36.66120548,34.54863014,,,,,,,61.94520548,,21753.64,,0.2204,21.4,29.9,78,25.6,15.2,211,23
7/16/2025 11:13,36.66383333,34.50361111,,,,,,,64.18055556,,21753.96778,,0.413318182,22.01111111,29.9,78,25.6,15.2,211,23
7/16/2025 11:14,36.66684932,34.47575342,,,,,,,67.17808219,,21755.26068,,,22.19178082,29.9,78,25.6,15.2,211,23
7/16/2025 11:15,36.6698,34.39542857,,,,,,,62.82857143,,21755.316,,0.28,21.6,29.9,78,25.6,15.2,211,23
7/16/2025 11:16,36.67286486,34.31567568,,,,,,,61.16216216,,21755.38486,,0.333,21.64054054,29.9,78,25.6,15.2,211,23
7/16/2025 11:17,36.67515493,34.35140845,,,,,,,59.95774648,,21755.62,,0.252,21.6,29.9,78,25.6,15.2,211,23
7/16/2025 11:18,36.67854545,34.45662338,,,,,,,63.15584416,,21757.00494,,0.2633,21.37662338,29.9,78,25.6,15.2,211,23
7/16/2025 11:19,36.68304348,34.44304348,,,,,,,59.27536232,,21758.1,,,21.2,29.9,78,25.6,15.2,211,23
7/16/2025 11:20,36.68749275,34.33,,,,,,,60.4057971,,21758.1,,0.28,21.2,29.9,78,25.6,15.2,211,23
7/16/2025 11:21,36.69186765,34.22426471,,,,,,,59.64705882,,21758.1,,0.2352,21.2,29.9,78,25.6,15.2,211,23
7/16/2025 11:22,36.69624242,34.18787879,,,,,,,69.09090909,,21758.11212,,0.298666667,21.2,29.99090909,77.54545455,25.6,15.51818182,209.6363636,23.18181818
7/16/2025 11:23,36.7005,34.20796875,,,,,,,63.640625,,21758.18672,,0.316214286,21.2,30.1,77,25.6,15.9,208,23.4
7/16/2025 11:24,36.70375325,34.29220779,,,,,,,73.46753247,44.92857143,21766.11104,0.5,0.668548387,20.34285714,30.1,77,25.6,15.9,208,23.4
7/16/2025 11:25,36.70796053,34.32934211,,,,,,,72.63157895,,21777.69,,0.224,19.6,30.1,77,25.6,15.9,208,23.4
7/16/2025 11:26,36.71173684,34.40434211,,,,,,,57.27631579,,21777.71961,,,19.6,30.1,77,25.6,15.9,208,23.4
7/16/2025 11:27,36.7141831,34.52098592,,,,,,,62.78873239,,21778.44,,0.287153846,19.6,30.1,77,25.6,15.9,208,23.4
7/16/2025 11:28,36.71557576,34.55924242,,,,,,,59.96969697,,21778.44,,0.271,19.6,30.1,77,25.6,15.9,208,23.4
7/16/2025 11:29,36.71713889,34.49,,,,,,,65.56944444,,21778.44,,,19.6,30.1,77,25.6,15.9,208,23.4
7/16/2025 11:30,36.71969231,34.38679487,,,,,,,68.78205128,68,21782.08692,,0.415777778,20.82051282,30.1,77,25.6,15.9,208,23.4
7/16/2025 11:31,36.72336842,34.43263158,,,,,,,71.01315789,,21785.58987,,0.3049,20.61315789,30.1,77,25.6,15.9,208,23.4
7/16/2025 11:32,36.72736842,34.52302632,,,,,,,60.30263158,,21786.05,,,20,30.1,77,25.6,15.9,208,23.4
7/16/2025 11:33,36.73143243,34.56621622,,,,,,,57.94594595,,21786.05,,0.2093,20,30.1,77,25.6,15.9,208,23.4
7/16/2025 11:34,36.73413158,34.56289474,,,,,,,63.21052632,,21786.055,,,20,30.1,77,25.6,15.9,208,23.4
7/16/2025 11:35,36.73441463,34.54634146,,,,,,,71.12195122,,21786.07,,,20,30.1,77,25.6,15.9,208,23.4
7/16/2025 11:36,36.7334,34.48571429,,,,,,,63.91428571,,21786.45171,,0.413666667,20.02857143,30.1,77,25.6,15.9,208,23.4
7/16/2025 11:37,36.73421127,34.45338028,,,,,,,70.83098592,,21787.18,,0.252,20,30.25633803,76.47887324,25.65211268,16.21267606,210.084507,23.6084507
7/16/2025 11:38,36.7355942,34.39637681,,,,,,,57.56521739,,21787.74841,,,20,30.4,76,25.7,16.5,212,23.8
7/16/2025 11:39,36.736,34.3922973,,,,,,,57.67567568,,21787.92,,0.261428571,20.11891892,30.4,76,25.7,16.5,212,23.8
7/16/2025 11:40,36.73541176,34.45426471,,,,,,,61.64705882,,21787.92,,0.2386,20.4,30.4,76,25.7,16.5,212,23.8
7/16/2025 11:41,36.73677632,34.48315789,,,,,,,69.36842105,,21789.06921,,0.227,20.42631579,30.4,76,25.7,16.5,212,23.8
7/16/2025 11:42,36.73916216,34.48040541,,,,,,,60.28378378,,21791.61459,,0.439,21.4,30.4,76,25.7,16.5,212,23.8
7/16/2025 11:43,36.74,34.48169014,,,,,,,61.28169014,,21792.11,,0.317,21.4,30.4,76,25.7,16.5,212,23.8
7/16/2025 11:44,36.74120588,34.47088235,,,,,,,57.94117647,,21792.81368,,0.233,20.91470588,30.4,76,25.7,16.5,212,23.8
7/16/2025 11:45,36.742,34.45185714,,,,,,,61.44285714,,21792.98086,,0.299,20.8,30.4,76,25.7,16.5,212,23.8
7/16/2025 11:46,36.742,34.51208333,,,,,,,67.56944444,79,21795.32778,,0.3228,20.68333333,30.4,76,25.7,16.5,212,23.8
7/16/2025 11:47,36.742,34.58867647,,,,,,,61.36764706,,21797.22,,0.271,20.6,30.4,76,25.7,16.5,212,23.8
7/16/2025 11:48,36.742,34.65277778,,,,,,,60.48611111,,21797.22486,,0.243,20.6,30.4,76,25.7,16.5,212,23.8
7/16/2025 11:49,36.74141026,34.72525641,,,,,,,69.75641026,,21798.81192,,0.289277778,20.6,30.4,76,25.7,16.5,212,23.8
7/16/2025 11:50,36.73978873,34.75929577,,,,,,,70.07042254,,21799.80197,,,20.6,30.4,76,25.7,16.5,212,23.8
7/16/2025 11:51,36.73655844,34.74792208,,,,,,,66.18181818,,21802.22792,,0.289875,22.97662338,30.4,76,25.7,16.5,212,23.8
7/16/2025 11:52,36.73169231,34.745,,,,,,,69.29487179,50,21802.77718,,0.2565,23.28717949,30.53461538,76,25.83461538,17.03846154,212.4487179,25.05641026
7/16/2025 11:53,36.72543478,34.71347826,,,,,,,63.07246377,,21804.91536,,0.476,20.92173913,30.7,76,26,17.7,213,26.6
7/16/2025 11:54,36.71838028,34.78901408,,,,,,,62.3943662,44,21806.11014,,0.2985,20.88450704,30.7,76,26,17.7,213,26.6
7/16/2025 11:55,36.71144444,34.78506173,,,,,,,69.44444444,43.7826087,21826.98074,0.5,1.198305085,19.26666667,30.7,76,26,17.7,213,26.6
7/16/2025 11:56,36.70515854,34.77426829,,,,,,,57.6097561,,22052.38512,,7.798170732,19.54146341,30.7,76,26,17.7,213,26.6
7/16/2025 11:57,36.69785526,34.77592105,,,,,,,52.51315789,,22613.28868,,9.165092105,20.14210526,30.7,76,26,17.7,213,26.6
7/16/2025 11:58,36.69021951,34.76365854,,,,,,,53.8902439,,23150.39793,,7.856743902,22.57804878,30.7,76,26,17.7,213,26.6
7/16/2025 11:59,36.68208434,34.75783133,,,,,,,55.5060241,47.875,23415.40952,0.5,1.632776316,22.19277108,30.7,76,26,17.7,213,26.6
7/16/2025 12:00,36.67411688,34.73649351,,,,,,,74.80519481,48.72,23472.5,0.5,0.846690141,27.01038961,30.7,76,26,17.7,213,26.6
7/16/2025 12:01,36.66625926,34.69234568,,,,,,,70.74074074,43.61538462,23538.76481,,1.848,60.88395062,30.7,76,26,17.7,213,26.6
7/16/2025 12:02,36.66023684,34.61421053,,,,,,,61.84210526,,23620.47066,,1.656275362,72.05526316,30.7,76,26,17.7,213,26.6
7/16/2025 12:03,36.65506667,34.48933333,,,,,,,58.52,,23722.95187,,0.781266667,75.08,30.7,76,26,17.7,213,26.6
7/16/2025 12:04,36.64996203,34.37873418,,,,,,,57.16455696,49,23781.0581,,0.647666667,33.18481013,30.7,76,26,17.7,213,26.6
7/16/2025 12:05,36.64461972,34.33535211,,,,,,,58.01408451,,23802.75789,,0.672,34.49295775,30.7,76,26,17.7,213,26.6
7/16/2025 12:06,36.63852174,34.35115942,,,,,,,66.5942029,,23810.49986,,,33.19130435,30.7,76,26,17.7,213,26.6
7/16/2025 12:07,36.6336338,34.38957746,,,,,,,69.71830986,,23818.50254,,0.2584,38.75492958,30.64929577,76.50704225,26.05070423,18.81549296,214.0140845,27.71549296
7/16/2025 12:08,36.63028571,34.41371429,,,,,,,69.31428571,,23823.73214,,0.267272727,36.93714286,30.6,77,26.1,19.9,215,28.8
7/16/2025 12:09,36.62611268,34.42408451,,,,,,,70.52112676,,23837.85423,,0.369432432,27.66760563,30.6,77,26.1,19.9,215,28.8
7/16/2025 12:10,36.62105882,34.43661765,,,,,,,70.42647059,,23851.83985,,0.264710526,27.63235294,30.6,77,26.1,19.9,215,28.8
7/16/2025 12:11,36.6153662,34.43577465,,,,,,,74.30985915,,23869.13099,,0.363384615,30.4056338,30.6,77,26.1,19.9,215,28.8
7/16/2025 12:12,36.60864634,34.42243902,,,,,,,81.45121951,46.80769231,23903.04317,0.5,0.764380282,31.92682927,30.6,77,26.1,19.9,215,28.8
7/16/2025 12:13,36.60486842,34.37907895,,,,,,,82.98684211,50,23951.70105,0.5,0.608054054,22.52631579,30.6,77,26.1,19.9,215,28.8
7/16/2025 12:14,36.60342857,34.30085714,,,,,,,62.52857143,,23956.93,,,21.4,30.6,77,26.1,19.9,215,28.8
7/16/2025 12:15,36.60177612,34.25970149,,,,,,,57.50746269,,23956.93,,,21.4,30.6,77,26.1,19.9,215,28.8
7/16/2025 12:16,36.59866154,34.23261538,,,,,,,58.06153846,,23956.93,,,21.4,30.6,77,26.1,19.9,215,28.8
7/16/2025 12:17,36.594,34.22542857,,,,,,,56.02857143,,23956.93,,,21.4,30.6,77,26.1,19.9,215,28.8
7/16/2025 12:18,36.58784375,34.2165625,,,,,,,56.390625,,23956.93,,,21.4,30.6,77,26.1,19.9,215,28.8
7/16/2025 12:19,36.580375,34.22796875,,,,,,,58.71875,,23956.93,,,21.4,30.6,77,26.1,19.9,215,28.8
7/16/2025 12:20,36.57301538,34.22846154,,,,,,,57.81538462,,23956.93,,,21.4,30.6,77,26.1,19.9,215,28.8
7/16/2025 12:21,36.56569231,34.26430769,,,,,,,60.87692308,,23956.93,,,21.4,30.6,77,26.1,19.9,215,28.8
7/16/2025 12:22,36.55895775,34.32408451,,,,,,,60.6056338,,23956.93,,,21.4,30.50140845,78.47887324,26.2971831,19.06197183,214.5070423,28.25774648
7/16/2025 12:23,36.55192537,34.35731343,,,,,,,57.02985075,,23956.93,,,21.4,30.4,80,26.5,18.2,214,27.7
7/16/2025 12:24,36.54604545,34.405,,,,,,,59.37878788,,23956.93,,,21.4,30.4,80,26.5,18.2,214,27.7
7/16/2025 12:25,36.54053125,34.45109375,,,,,,,56.5625,,23956.93,,,21.4,30.4,80,26.5,18.2,214,27.7
7/16/2025 12:26,36.5338,34.48584615,,,,,,,57.10769231,,23956.93,,,21.4,30.4,80,26.5,18.2,214,27.7
7/16/2025 12:27,36.52646269,34.51492537,,,,,,,59.91044776,,23956.93,,,21.4,30.4,80,26.5,18.2,214,27.7
7/16/2025 12:28,36.51763291,34.54620253,,,,,,,64.53164557,,23984.9181,,2.503219178,20.06835443,30.4,80,26.5,18.2,214,27.7
7/16/2025 12:29,36.51269231,34.63,,,,,,,58.96153846,,24306.51051,,8.57175641,20.27948718,30.4,80,26.5,18.2,214,27.7
7/16/2025 12:30,36.5104,34.74026667,,,,,,,58.72,,24896.18067,,9.718613333,17.20266667,30.4,80,26.5,18.2,214,27.7
7/16/2025 12:31,36.50941333,34.82226667,,,,,,,61.26666667,,25408.6416,,6.070444444,21.66133333,30.4,80,26.5,18.2,214,27.7
7/16/2025 12:32,36.51089474,34.90855263,,,,,,,68.75,56.81818182,25523.47618,0.5,0.663487805,20.07631579,30.4,80,26.5,18.2,214,27.7
7/16/2025 12:33,36.51429412,35.00235294,,,,,,,63.76470588,,25538.6125,,0.774,18.21470588,30.4,80,26.5,18.2,214,27.7
7/16/2025 12:34,36.51905556,35.05513889,,,,,,,68.01388889,72.27272727,25540.84833,0.5,,18.66944444,30.4,80,26.5,18.2,214,27.7
7/16/2025 12:35,36.52433333,35.075,,,,,,,69.19444444,,25545.38028,,0.69,20.62222222,30.4,80,26.5,18.2,214,27.7
7/16/2025 12:36,36.53093151,35.10876712,,,,,,,67.61643836,,25545.87781,,0.429545455,20.55068493,30.4,80,26.5,18.2,214,27.7
7/16/2025 12:37,36.53642105,35.10289474,,,,,,,67.25,,25550.74474,,0.4108,20.70263158,30.75921053,81.02631579,27.06447368,17.58421053,215.0263158,26.05789474
7/16/2025 12:38,36.54096053,35.19921053,,,,,,,70.34210526,,25552.24,,0.317,20.6,31.1,82,27.6,17,216,24.5
7/16/2025 12:39,36.54548649,35.37513514,,,,,,,72.48648649,,25553.11703,,0.3458,20.49459459,31.1,82,27.6,17,216,24.5
7/16/2025 12:40,36.5500137,35.44068493,,,,,,,72.49315068,,25553.67,,,20.6,31.1,82,27.6,17,216,24.5
7/16/2025 12:41,36.5555493,35.4084507,,,,,,,66.3943662,,25553.67,,,20.6,31.1,82,27.6,17,216,24.5
7/16/2025 12:42,36.55980822,35.38835616,,,,,,,66.28767123,,25554.60384,,0.384125,20.25479452,31.1,82,27.6,17,216,24.5
7/16/2025 12:43,36.56334146,35.38926829,,,,,,,77.56097561,,25560.80524,,0.4048125,19.37560976,31.1,82,27.6,17,216,24.5
7/16/2025 12:44,36.56558333,35.37888889,,,,,,,74.86111111,,25568.12681,,0.33,19.69722222,31.1,82,27.6,17,216,24.5
7/16/2025 12:45,36.566,35.35592105,,,,,,,78.69736842,47.4375,25587.09474,0.5,0.871926829,18.97368421,31.1,82,27.6,17,216,24.5
7/16/2025 12:46,36.56714286,35.24071429,,,,,,,83.22619048,,25609.36833,,0.609416667,20.32857143,31.1,82,27.6,17,216,24.5
7/16/2025 12:47,36.568,35.16239437,,,,,,,70.52112676,,25618.60831,,0.70175,19.49577465,31.1,82,27.6,17,216,24.5
7/16/2025 12:48,36.568,35.16569444,,,,,,,70.65277778,50.28571429,25638.92569,0.5,1.490434783,20.375,31.1,82,27.6,17,216,24.5
7/16/2025 12:49,36.5674,35.103,,,,,,,80.3625,49.76470588,25667.70775,0.5,1.036435484,18.8125,31.1,82,27.6,17,216,24.5
7/16/2025 12:50,36.56644156,34.98038961,,,,,,,80.01298701,,25743.28169,,2.056792453,19.76623377,31.1,82,27.6,17,216,24.5
7/16/2025 12:51,36.56433735,34.98963855,,,,,,,81.42168675,44,25774.77542,,0.827766667,18.51566265,31.1,82,27.6,17,216,24.5
7/16/2025 12:52,36.56180519,34.99376623,,,,,,,76.61038961,47,25795.29649,0.5,0.608820513,19.4987013,30.11298701,83.48051948,26.95844156,12.01558442,228.8311688,20.20649351
7/16/2025 12:53,36.55985714,34.92675325,,,,,,,75.67532468,51,25803.51039,0.5,0.372028571,19.34285714,29.1,85,26.3,6.9,242,15.8
7/16/2025 12:54,36.55663158,34.88855263,,,,,,,72.63157895,,25817.69355,,0.6,19.48421053,29.1,85,26.3,6.9,242,15.8
7/16/2025 12:55,36.55205882,34.85161765,,,,,,,73.97058824,,25823.04471,,0.279533333,20.71764706,29.1,85,26.3,6.9,242,15.8
7/16/2025 12:56,36.54754667,34.82053333,,,,,,,80.85333333,,25826.50813,,0.27704,19.70666667,29.1,85,26.3,6.9,242,15.8
7/16/2025 12:57,36.54233333,34.80833333,,,,,,,84.38888889,49,25832.91347,,0.48337931,19.80555556,29.1,85,26.3,6.9,242,15.8
7/16/2025 12:58,36.53704225,34.75774648,,,,,,,73.85915493,79,25836.44366,,0.345333333,19.94366197,29.1,85,26.3,6.9,242,15.8
7/16/2025 12:59,36.5332,34.6972,,,,,,,72.06666667,79,25837.73627,,0.37325,21.048,29.1,85,26.3,6.9,242,15.8
7/16/2025 13:00,36.53138462,34.66397436,,,,,,,74.67948718,55,25844.16423,,0.581677419,20.52051282,29.1,85,26.3,6.9,242,15.8
7/16/2025 13:01,36.531,34.59302632,,,,,,,73.82894737,76,25850.42934,0.5,0.600833333,20.47105263,29.1,85,26.3,6.9,242,15.8
7/16/2025 13:02,36.531,34.56060976,,,,,,,80.02439024,45,25862.88927,0.5,0.903162162,20.52439024,29.1,85,26.3,6.9,242,15.8
7/16/2025 13:03,36.53212941,34.53247059,,,,,,,80.23529412,48.5,25890.15518,0.5,0.895075472,19.95058824,29.1,85,26.3,6.9,242,15.8
7/16/2025 13:04,36.53415493,34.49521127,,,,,,,74.29577465,,25907.3093,,0.735238095,19.92676056,29.1,85,26.3,6.9,242,15.8
7/16/2025 13:05,36.53748649,34.45959459,,,,,,,73.06756757,50,25912.58297,,0.623304348,20.02702703,29.1,85,26.3,6.9,242,15.8
7/16/2025 13:06,36.54124,34.40453333,,,,,,,72.8,40,25929.79867,,0.597285714,20.13333333,29.1,85,26.3,6.9,242,15.8
7/16/2025 13:07,36.54609859,34.33070423,,,,,,,77.70422535,,25940.14817,,0.479135135,19.06478873,29.46478873,87.08450704,27.08169014,7.890140845,238.3521127,16.37323944
7/16/2025 13:08,36.55130769,34.3175641,,,,,,,73.73076923,,25963.1609,,0.708707317,19.84102564,29.8,89,27.8,8.8,235,16.9
7/16/2025 13:09,36.558,34.30242857,,,,,,,74.01428571,,25971.71886,,0.221846154,19.92857143,29.8,89,27.8,8.8,235,16.9
7/16/2025 13:10,36.56330986,34.35492958,,,,,,,64.81690141,,25973.52324,,0.205,19.8,29.8,89,27.8,8.8,235,16.9
7/16/2025 13:11,36.56777778,34.43142857,,,,,,,70.33333333,,25973.96,,0.20376,19.8,29.8,89,27.8,8.8,235,16.9
7/16/2025 13:12,36.57372727,34.50272727,,,,,,,71.66666667,,25974.54015,,0.551,19.90909091,29.8,89,27.8,8.8,235,16.9
7/16/2025 13:13,36.58014474,34.52013158,,,,,,,78.60526316,40,25981.06855,0.5,0.46048,18.86052632,29.8,89,27.8,8.8,235,16.9
7/16/2025 13:14,36.58790667,34.4664,,,,,,,78.18666667,50,25986.3228,,0.517583333,18.98133333,29.8,89,27.8,8.8,235,16.9
7/16/2025 13:15,36.59453846,34.42897436,,,,,,,74.1025641,,25989.16846,,0.5148,19.82564103,29.8,89,27.8,8.8,235,16.9
7/16/2025 13:16,36.59990541,34.39689189,,,,,,,70.04054054,,25991.17892,,,19.6,29.8,89,27.8,8.8,235,16.9
7/16/2025 13:17,36.60310526,34.38802632,,,,,,,67.71052632,50.84615385,25993.71342,0.5,0.357769231,19.57894737,29.8,89,27.8,8.8,235,16.9
7/16/2025 13:18,36.60509333,34.37613333,,,,,,,74.61333333,,25996.25267,,0.2513,20.096,29.8,89,27.8,8.8,235,16.9
7/16/2025 13:19,36.60654545,34.4061039,,,,,,,77.76623377,,25996.58532,,0.320642857,20.28311688,29.8,89,27.8,8.8,235,16.9
7/16/2025 13:20,36.60759722,34.44069444,,,,,,,77.59722222,,25998,,0.205,20.4,29.8,89,27.8,8.8,235,16.9
7/16/2025 13:21,36.60856164,34.46657534,,,,,,,75.75342466,,25998.63233,,0.299733333,20.48767123,29.8,89,27.8,8.8,235,16.9
7/16/2025 13:22,36.61015068,34.51191781,,,,,,,78.01369863,,26002.34082,,0.364551724,20.93424658,30.20547945,91.02739726,28.56027397,7.583561644,239.0547945,16.19041096
7/16/2025 13:23,36.61210811,34.53702703,,,,,,,73.01351351,,26009.58432,,0.490595745,19.76216216,30.6,93,29.3,6.4,243,15.5
7/16/2025 13:24,36.61473239,34.59084507,,,,,,,77.01408451,,26015.51577,,0.29875,19.8,30.6,93,29.3,6.4,243,15.5
7/16/2025 13:25,36.61777632,34.67710526,,,,,,,81.31578947,53,26016.40342,0.5,0.255761905,19.76315789,30.6,93,29.3,6.4,243,15.5
7/16/2025 13:26,36.62283562,34.78123288,,,,,,,75.49315068,,26017.23,,,19.8,30.6,93,29.3,6.4,243,15.5
7/16/2025 13:27,36.62997015,34.85208955,,,,,,,73.1641791,,26017.23,,,19.8,30.6,93,29.3,6.4,243,15.5
7/16/2025 13:28,36.63773239,34.80605634,,,,,,,68.22535211,,26017.23,,0.383,19.8,30.6,93,29.3,6.4,243,15.5
7/16/2025 13:29,36.64444118,34.69529412,,,,,,,65.79411765,,26017.23,,,19.8,30.6,93,29.3,6.4,243,15.5
7/16/2025 13:30,36.64979221,34.5987013,,,,,,,65.8961039,,26017.23,,0.253833333,19.8,30.6,93,29.3,6.4,243,15.5
7/16/2025 13:31,36.65425641,34.56461538,,,,,,,68.80769231,,26019.89,,0.324791667,19.9,30.6,93,29.3,6.4,243,15.5
